,name,team,g,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week,next_fp,rush_att,rush_yd,rush_td
792,John Phillips,NO,1,2,2,15,0,1.5,1.5,2016,16,,,,
910,Jonnu Smith,TEN,1,3,2,30,1,9.0,9.0,2017,2,8.4,,,
960,Jonnu Smith,TEN,1,2,1,24,1,8.4,8.4,2017,3,2.1,,,
1082,Jonnu Smith,TEN,1,5,5,21,0,2.1,2.1,2017,5,1.0,,,
1139,Jonnu Smith,TEN,1,1,1,10,0,1.0,1.0,2017,6,2.2,,,
1181,Jonnu Smith,TEN,1,4,2,22,0,2.2,2.2,2017,7,0.0,,,
1299,Jonnu Smith,TEN,1,1,0,0,0,0.0,0.0,2017,9,2.0,,,
1326,Jonnu Smith,TEN,1,5,2,20,0,2.0,2.0,2017,10,1.3,,,
1636,Jonnu Smith,TEN,1,2,1,13,0,1.3,1.3,2017,16,1.2,,,
1680,Jonnu Smith,TEN,1,3,3,12,0,1.2,1.2,2017,17,,,,
44,Jordan Cameron,MIA,1,3,2,6,0,0.6,0.6,2016,1,10.9,,,
57,Jordan Cameron,MIA,1,7,5,49,1,10.9,10.9,2016,2,0.5,,,
145,Jordan Cameron,MIA,1,1,1,5,0,0.5,0.5,2016,3,,,,
12,Jordan Reed,WAS,1,11,7,64,0,6.4,6.4,2016,1,7.0,,,
66,Jordan Reed,WAS,1,7,5,70,0,7.0,7.0,2016,2,5.6,,,
115,Jordan Reed,WAS,1,7,4,56,0,5.6,5.6,2016,3,19.3,,,
150,Jordan Reed,WAS,1,10,9,73,2,19.3,19.3,2016,4,5.3,,,
215,Jordan Reed,WAS,1,11,8,53,0,5.3,5.3,2016,5,15.9,,,
353,Jordan Reed,WAS,1,13,9,99,1,15.9,15.9,2016,8,4.1,,,
472,Jordan Reed,WAS,1,4,2,41,0,4.1,4.1,2016,10,7.9,,,
510,Jordan Reed,WAS,1,6,5,79,0,7.9,7.9,2016,11,21.5,,,
550,Jordan Reed,WAS,1,12,10,95,2,21.5,21.5,2016,12,1.0,,,
695,Jordan Reed,WAS,1,1,1,10,0,1.0,1.0,2016,14,10.0,,,
805,Jordan Reed,WAS,1,6,5,40,1,10.0,10.0,2016,17,3.6,,,
869,Jordan Reed,WAS,1,8,5,36,0,3.6,3.6,2017,1,4.8,,,
917,Jordan Reed,WAS,1,6,6,48,0,4.8,4.8,2017,2,2.1,,,
1035,Jordan Reed,WAS,1,5,3,21,0,2.1,2.1,2017,4,3.7,,,
1121,Jordan Reed,WAS,1,5,4,37,0,3.7,3.7,2017,6,18.4,,,
1151,Jordan Reed,WAS,1,10,8,64,2,18.4,18.4,2017,7,0.5,,,
1246,Jordan Reed,WAS,1,1,1,5,0,0.5,0.5,2017,8,,,,
261,Josh Hill,NO,1,5,2,23,1,8.3,8.3,2016,6,0.6,,,
340,Josh Hill,NO,1,1,1,6,0,0.6,0.6,2016,7,0.3,,,
396,Josh Hill,NO,1,1,1,3,0,0.3,0.3,2016,8,4.0,,,
422,Josh Hill,NO,1,4,4,40,0,4.0,4.0,2016,9,0.0,,,
498,Josh Hill,NO,1,1,0,0,0,0.0,0.0,2016,10,0.0,,,
547,Josh Hill,NO,1,2,0,0,0,0.0,0.0,2016,11,7.4,,,
561,Josh Hill,NO,1,6,6,74,0,7.4,7.4,2016,12,2.9,,,
924,Josh Hill,NO,1,3,3,29,0,2.9,2.9,2017,2,2.9,,,
1217,Josh Hill,NO,1,4,3,29,0,2.9,2.9,2017,8,-0.2,,,
1349,Josh Hill,NO,1,1,1,-2,0,-0.2,-0.2,2017,10,5.5,,,
1364,Josh Hill,NO,1,1,1,3,1,5.5,5.5,2017,11,1.4,,,
1529,Josh Hill,NO,1,3,2,14,0,1.4,1.4,2017,14,2.2,,,
1581,Josh Hill,NO,1,2,1,22,0,2.2,2.2,2017,15,1.1,,,
1641,Josh Hill,NO,1,3,2,11,0,1.1,1.1,2017,16,0.8,,,
1691,Josh Hill,NO,1,2,1,8,0,0.8,0.8,2017,17,,,,
749,Joshua Perkins,ATL,1,1,1,8,0,0.8,0.8,2016,15,9.4,,,
755,Joshua Perkins,ATL,1,3,2,34,1,9.4,9.4,2016,16,,,,
1,Julius Thomas,JAC,1,5,5,64,1,12.4,12.4,2016,1,7.1,,,
65,Julius Thomas,JAC,1,7,4,71,0,7.1,7.1,2016,2,1.3,,,
138,Julius Thomas,JAC,1,5,2,13,0,1.3,1.3,2016,3,2.8,,,
276,Julius Thomas,JAC,1,4,2,28,0,2.8,2.8,2016,6,8.0,,,
303,Julius Thomas,JAC,1,7,3,20,1,8.0,8.0,2016,7,8.8,,,
359,Julius Thomas,JAC,1,6,3,28,1,8.8,8.8,2016,8,2.1,,,
429,Julius Thomas,JAC,1,2,2,21,0,2.1,2.1,2016,9,8.4,,,
458,Julius Thomas,JAC,1,10,6,24,1,8.4,8.4,2016,10,1.2,,,
535,Julius Thomas,JAC,1,5,3,12,0,1.2,1.2,2016,11,2.6,,,
927,Julius Thomas,MIA,1,3,3,26,0,2.6,2.6,2017,2,1.6,,,
981,Julius Thomas,MIA,1,5,3,16,0,1.6,1.6,2017,3,2.9,,,
1030,Julius Thomas,MIA,1,4,2,29,0,2.9,2.9,2017,4,1.5,,,
1088,Julius Thomas,MIA,1,4,1,15,0,1.5,1.5,2017,5,2.2,,,
1128,Julius Thomas,MIA,1,5,3,22,0,2.2,2.2,2017,6,5.8,,,
1170,Julius Thomas,MIA,1,4,3,58,0,5.8,5.8,2017,7,0.2,,,
1247,Julius Thomas,MIA,1,3,2,2,0,0.2,0.2,2017,8,14.4,,,
1250,Julius Thomas,MIA,1,8,6,84,1,14.4,14.4,2017,9,6.8,,,
1312,Julius Thomas,MIA,1,5,2,8,1,6.8,6.8,2017,10,3.0,,,
1370,Julius Thomas,MIA,1,4,4,30,0,3.0,3.0,2017,11,5.2,,,
1413,Julius Thomas,MIA,1,6,5,52,0,5.2,5.2,2017,12,8.0,,,
1461,Julius Thomas,MIA,1,3,3,20,1,8.0,8.0,2017,13,1.1,,,
1537,Julius Thomas,MIA,1,4,2,11,0,1.1,1.1,2017,14,1.5,,,
1588,Julius Thomas,MIA,1,4,2,15,0,1.5,1.5,2017,15,,,,
137,Justin Perillo,GB,1,1,1,13,0,1.3,1.3,2016,3,1.8,,,
430,Justin Perillo,GB,1,2,2,18,0,1.8,1.8,2016,9,,,,
10,Kyle Rudolph,MIN,1,8,4,65,0,6.5,6.5,2016,1,9.1,,,
59,Kyle Rudolph,MIN,1,8,3,31,1,9.1,9.1,2016,2,13.0,,,
105,Kyle Rudolph,MIN,1,10,7,70,1,13.0,13.0,2016,3,11.5,,,
153,Kyle Rudolph,MIN,1,7,5,55,1,11.5,11.5,2016,4,1.5,,,
226,Kyle Rudolph,MIN,1,4,2,15,0,1.5,1.5,2016,5,5.5,,,
308,Kyle Rudolph,MIN,1,11,5,55,0,5.5,5.5,2016,7,3.1,,,
374,Kyle Rudolph,MIN,1,6,5,31,0,3.1,3.1,2016,8,6.1,,,
418,Kyle Rudolph,MIN,1,3,1,1,1,6.1,6.1,2016,9,12.9,,,
452,Kyle Rudolph,MIN,1,8,5,69,1,12.9,12.9,2016,10,1.2,,,
534,Kyle Rudolph,MIN,1,3,2,12,0,1.2,1.2,2016,11,6.4,,,
565,Kyle Rudolph,MIN,1,10,9,64,0,6.4,6.4,2016,12,4.5,,,
614,Kyle Rudolph,MIN,1,12,6,45,0,4.5,4.5,2016,13,12.0,,,
652,Kyle Rudolph,MIN,1,8,4,60,1,12.0,12.0,2016,14,9.7,,,
705,Kyle Rudolph,MIN,1,10,8,97,0,9.7,9.7,2016,15,5.3,,,
769,Kyle Rudolph,MIN,1,9,6,53,0,5.3,5.3,2016,16,17.7,,,
801,Kyle Rudolph,MIN,1,15,11,117,1,17.7,17.7,2016,17,8.6,,,
856,Kyle Rudolph,MIN,1,3,3,26,1,8.6,8.6,2017,1,4.5,,,
920,Kyle Rudolph,MIN,1,6,4,45,0,4.5,4.5,2017,2,0.4,,,
999,Kyle Rudolph,MIN,1,2,1,4,0,0.4,0.4,2017,3,3.4,,,
1028,Kyle Rudolph,MIN,1,4,2,34,0,3.4,3.4,2017,4,10.5,,,
1056,Kyle Rudolph,MIN,1,9,6,45,1,10.5,10.5,2017,5,4.7,,,
1118,Kyle Rudolph,MIN,1,9,5,47,0,4.7,4.7,2017,6,4.3,,,
1173,Kyle Rudolph,MIN,1,7,5,43,0,4.3,4.3,2017,7,8.7,,,
1206,Kyle Rudolph,MIN,1,7,6,27,1,8.7,8.7,2017,8,3.7,,,
1320,Kyle Rudolph,MIN,1,7,5,37,0,3.7,3.7,2017,10,5.8,,,
1363,Kyle Rudolph,MIN,1,7,5,58,0,5.8,5.8,2017,11,18.3,,,
1401,Kyle Rudolph,MIN,1,4,4,63,2,18.3,18.3,2017,12,9.6,,,
1457,Kyle Rudolph,MIN,1,5,4,36,1,9.6,9.6,2017,13,10.1,,,
1506,Kyle Rudolph,MIN,1,5,3,41,1,10.1,10.1,2017,14,7.7,,,
1562,Kyle Rudolph,MIN,1,2,2,17,1,7.7,7.7,2017,15,0.6,,,
1646,Kyle Rudolph,MIN,1,1,1,6,0,0.6,0.6,2017,16,0.3,,,
1697,Kyle Rudolph,MIN,1,3,1,3,0,0.3,0.3,2017,17,,,,
478,Ladarius Green,PIT,1,4,3,30,0,3.0,3.0,2016,10,0.0,,,
546,Ladarius Green,PIT,1,2,0,0,0,0.0,0.0,2016,11,6.7,,,
564,Ladarius Green,PIT,1,3,2,67,0,6.7,6.7,2016,12,17.0,,,
602,Ladarius Green,PIT,1,11,6,110,1,17.0,17.0,2016,13,2.5,,,
676,Ladarius Green,PIT,1,6,2,25,0,2.5,2.5,2016,14,7.2,,,
712,Ladarius Green,PIT,1,8,5,72,0,7.2,7.2,2016,15,,,,
36,Lance Kendricks,LAR,1,3,2,15,0,1.5,1.5,2016,1,6.1,,,
67,Lance Kendricks,LAR,1,6,4,61,0,6.1,6.1,2016,2,5.2,,,
166,Lance Kendricks,LAR,1,7,5,52,0,5.2,5.2,2016,4,2.4,,,
223,Lance Kendricks,LAR,1,3,2,24,0,2.4,2.4,2016,5,9.4,,,
257,Lance Kendricks,LAR,1,8,5,34,1,9.4,9.4,2016,6,5.5,,,
307,Lance Kendricks,LAR,1,9,7,55,0,5.5,5.5,2016,7,9.0,,,
412,Lance Kendricks,LAR,1,12,7,90,0,9.0,9.0,2016,9,3.8,,,
515,Lance Kendricks,LAR,1,7,4,38,0,3.8,3.8,2016,11,11.1,,,
553,Lance Kendricks,LAR,1,7,4,51,1,11.1,11.1,2016,12,1.3,,,
637,Lance Kendricks,LAR,1,5,2,13,0,1.3,1.3,2016,13,1.3,,,
689,Lance Kendricks,LAR,1,3,1,13,0,1.3,1.3,2016,14,3.6,,,
778,Lance Kendricks,LAR,1,4,3,36,0,3.6,3.6,2016,16,1.2,,,
836,Lance Kendricks,LAR,1,3,2,12,0,1.2,1.2,2016,17,1.8,,,
879,Lance Kendricks,GB,1,4,2,18,0,1.8,1.8,2017,1,11.2,,,
956,Lance Kendricks,GB,1,3,2,52,1,11.2,11.2,2017,3,2.4,,,
1078,Lance Kendricks,GB,1,1,1,24,0,2.4,2.4,2017,5,3.2,,,
1273,Lance Kendricks,GB,1,3,2,32,0,3.2,3.2,2017,9,0.9,,,
1332,Lance Kendricks,GB,1,2,1,9,0,0.9,0.9,2017,10,0.5,,,
1398,Lance Kendricks,GB,1,4,1,5,0,0.5,0.5,2017,11,1.1,,,
1499,Lance Kendricks,GB,1,1,1,11,0,1.1,1.1,2017,13,1.1,,,
1536,Lance Kendricks,GB,1,5,2,11,0,1.1,1.1,2017,14,3.6,,,
1617,Lance Kendricks,GB,1,9,4,36,0,3.6,3.6,2017,16,,,,
5,Larry Donnell,NYG,1,2,1,15,1,7.5,7.5,2016,1,2.4,,,
85,Larry Donnell,NYG,1,5,4,24,0,2.4,2.4,2016,2,1.1,,,
140,Larry Donnell,NYG,1,4,3,11,0,1.1,1.1,2016,3,3.4,,,
271,Larry Donnell,NYG,1,7,6,34,0,3.4,3.4,2016,6,0.8,,,
336,Larry Donnell,NYG,1,3,1,8,0,0.8,0.8,2016,7,,,,
86,Lee Smith,OAK,1,4,4,24,0,2.4,2.4,2016,2,0.4,,,
147,Lee Smith,OAK,1,1,1,4,0,0.4,0.4,2016,3,0.1,,,
196,Lee Smith,OAK,1,1,1,1,0,0.1,0.1,2016,4,0.9,,,
947,Lee Smith,OAK,1,1,1,9,0,0.9,0.9,2017,2,1.5,,,
1040,Lee Smith,OAK,1,2,2,15,0,1.5,1.5,2017,4,2.1,,,
1225,Lee Smith,OAK,1,3,1,21,0,2.1,2.1,2017,8,1.2,,,
1437,Lee Smith,OAK,1,1,1,12,0,1.2,1.2,2017,12,1.6,,,
1630,Lee Smith,OAK,1,3,2,16,0,1.6,1.6,2017,16,,,,
89,Levine Toilolo,ATL,1,2,2,21,0,2.1,2.1,2016,2,12.9,,,
254,Levine Toilolo,ATL,1,4,3,69,1,12.9,12.9,2016,6,0.5,,,
344,Levine Toilolo,ATL,1,1,1,5,0,0.5,0.5,2016,7,9.2,,,
411,Levine Toilolo,ATL,1,1,1,32,1,9.2,9.2,2016,9,1.8,,,
583,Levine Toilolo,ATL,1,1,1,18,0,1.8,1.8,2016,12,4.2,,,
617,Levine Toilolo,ATL,1,1,1,42,0,4.2,4.2,2016,13,1.9,,,
680,Levine Toilolo,ATL,1,1,1,19,0,1.9,1.9,2016,14,3.0,,,
726,Levine Toilolo,ATL,1,1,1,30,0,3.0,3.0,2016,15,1.8,,,
832,Levine Toilolo,ATL,1,3,1,18,0,1.8,1.8,2016,17,2.1,,,
1036,Levine Toilolo,ATL,1,3,3,21,0,2.1,2.1,2017,4,2.0,,,
1227,Levine Toilolo,ATL,1,3,2,20,0,2.0,2.0,2017,8,0.8,,,
1286,Levine Toilolo,ATL,1,1,1,8,0,0.8,0.8,2017,9,1.0,,,
1330,Levine Toilolo,ATL,1,1,1,10,0,1.0,1.0,2017,10,9.1,,,
1357,Levine Toilolo,ATL,1,2,2,31,1,9.1,9.1,2017,11,2.5,,,
1477,Levine Toilolo,ATL,1,2,2,25,0,2.5,2.5,2017,13,0.7,,,
1546,Levine Toilolo,ATL,1,1,1,7,0,0.7,0.7,2017,14,6.0,,,
1566,Levine Toilolo,ATL,1,0,0,0,0,6.0,6.0,2017,15,,,,
187,Logan Paulsen,CHI,1,3,2,10,0,1.0,1.0,2016,4,0.0,,,
246,Logan Paulsen,CHI,1,1,0,0,0,0.0,0.0,2016,5,0.5,,,
394,Logan Paulsen,CHI,1,2,1,5,0,0.5,0.5,2016,8,,,,
1098,Logan Thomas,BUF,1,2,1,3,0,0.3,0.3,2017,5,8.2,,,
1161,Logan Thomas,BUF,1,1,1,22,1,8.2,8.2,2017,7,0.7,,,
1244,Logan Thomas,BUF,1,1,1,7,0,0.7,0.7,2017,8,2.5,,,
1276,Logan Thomas,BUF,1,3,2,25,0,2.5,2.5,2017,9,,,,
387,Luke Stocker,TB,1,2,2,8,0,0.8,0.8,2016,8,1.1,,,
488,Luke Stocker,TB,1,2,1,11,0,1.1,1.1,2016,10,0.1,,,
846,Luke Stocker,TB,1,1,1,1,0,0.1,0.1,2016,17,0.5,,,
1144,Luke Stocker,TB,1,1,1,5,0,0.5,0.5,2017,6,7.3,,,
1257,Luke Stocker,TB,1,2,2,13,1,7.3,7.3,2017,9,1.2,,,
1681,Luke Stocker,TEN,1,1,1,12,0,1.2,1.2,2017,17,,,,
24,Luke Willson,SEA,1,4,2,26,0,2.6,2.6,2016,1,0.6,,,
99,Luke Willson,SEA,1,1,1,6,0,0.6,0.6,2016,2,0.9,,,
143,Luke Willson,SEA,1,3,2,9,0,0.9,0.9,2016,3,0.9,,,
295,Luke Willson,SEA,1,1,1,9,0,0.9,0.9,2016,6,1.2,,,
536,Luke Willson,SEA,1,1,1,12,0,1.2,1.2,2016,11,1.1,,,
593,Luke Willson,SEA,1,1,1,11,0,1.1,1.1,2016,12,1.1,,,
694,Luke Willson,SEA,1,1,1,11,0,1.1,1.1,2016,14,7.9,,,
711,Luke Willson,SEA,1,3,3,19,1,7.9,7.9,2016,15,8.6,,,
810,Luke Willson,SEA,1,3,3,26,1,8.6,8.6,2016,17,2.5,,,
929,Luke Willson,SEA,1,3,3,25,0,2.5,2.5,2017,2,11.3,,,
955,Luke Willson,SEA,1,4,3,53,1,11.3,11.3,2017,3,6.6,,,
1012,Luke Willson,SEA,1,1,1,6,1,6.6,6.6,2017,4,1.3,,,
1188,Luke Willson,SEA,1,1,1,13,0,1.3,1.3,2017,7,7.0,,,
1260,Luke Willson,SEA,1,2,1,10,1,7.0,7.0,2017,9,1.2,,,
1533,Luke Willson,SEA,1,1,1,12,0,1.2,1.2,2017,14,8.6,,,
1561,Luke Willson,SEA,1,2,1,26,1,8.6,8.6,2017,15,0.9,,,
1645,Luke Willson,SEA,1,2,2,9,0,0.9,0.9,2017,16,,,,
42,Malcolm Johnson,CLE,1,2,2,9,0,0.9,0.9,2016,1,0.3,,,
148,Malcolm Johnson,CLE,1,1,1,3,0,0.3,0.3,2016,3,1.3,,,
183,Malcolm Johnson,CLE,1,1,1,11,0,1.3,1.3,2016,4,0.0,,,
245,Malcolm Johnson,CLE,1,1,0,0,0,0.0,0.0,2016,5,2.1,,,
321,Malcolm Johnson,CLE,1,2,1,21,0,2.1,2.1,2016,7,,,,
262,MarQueis Gray,MIA,1,3,3,81,0,8.1,8.1,2016,6,1.0,,,
440,MarQueis Gray,MIA,1,4,2,10,0,1.0,1.0,2016,9,1.8,,,
486,MarQueis Gray,MIA,1,2,2,18,0,1.8,1.8,2016,10,0.5,,,
539,MarQueis Gray,MIA,1,1,1,5,0,0.5,0.5,2016,11,1.2,,,
590,MarQueis Gray,MIA,1,2,2,12,0,1.2,1.2,2016,12,2.8,,,
728,MarQueis Gray,MIA,1,3,3,28,0,2.8,2.8,2016,15,2.0,,,
788,MarQueis Gray,MIA,1,1,1,20,0,2.0,2.0,2016,16,0.3,,,
1293,MarQueis Gray,MIA,1,0,0,0,0,0.3,0.3,2017,9,1.2,,,
1531,MarQueis Gray,MIA,1,1,1,10,0,1.2,1.2,2017,14,0.7,,,
1599,MarQueis Gray,MIA,1,0,0,0,0,0.7,0.7,2017,15,0.2,,,
1698,MarQueis Gray,MIA,1,0,0,0,0,0.2,0.2,2017,17,,,,
16,Marcedes Lewis,JAC,1,2,2,48,0,4.8,4.8,2016,1,7.7,,,
63,Marcedes Lewis,JAC,1,3,2,17,1,7.7,7.7,2016,2,2.0,,,
128,Marcedes Lewis,JAC,1,3,3,20,0,2.0,2.0,2016,3,1.2,,,
185,Marcedes Lewis,JAC,1,2,1,12,0,1.2,1.2,2016,4,1.1,,,
331,Marcedes Lewis,JAC,1,3,1,11,0,1.1,1.1,2016,7,2.3,,,
378,Marcedes Lewis,JAC,1,6,4,23,0,2.3,2.3,2016,8,2.3,,,
428,Marcedes Lewis,JAC,1,4,2,23,0,2.3,2.3,2016,9,1.6,,,
530,Marcedes Lewis,JAC,1,2,2,16,0,1.6,1.6,2016,11,24.2,,,
950,Marcedes Lewis,JAC,1,5,4,62,3,24.2,24.2,2017,3,1.4,,,
1089,Marcedes Lewis,JAC,1,2,1,14,0,1.4,1.4,2017,5,0.0,,,
1149,Marcedes Lewis,JAC,1,2,0,0,0,0.0,0.0,2017,6,8.9,,,
1158,Marcedes Lewis,JAC,1,3,2,29,1,8.9,8.9,2017,7,4.9,,,
1266,Marcedes Lewis,JAC,1,6,3,49,0,4.9,4.9,2017,9,2.9,,,
1322,Marcedes Lewis,JAC,1,5,2,29,0,2.9,2.9,2017,10,8.6,,,
1358,Marcedes Lewis,JAC,1,2,2,26,1,8.6,8.6,2017,11,1.0,,,
1439,Marcedes Lewis,JAC,1,2,1,10,0,1.0,1.0,2017,12,4.6,,,
1465,Marcedes Lewis,JAC,1,5,4,46,0,4.6,4.6,2017,13,1.8,,,
1584,Marcedes Lewis,JAC,1,2,2,18,0,1.8,1.8,2017,15,2.2,,,
1627,Marcedes Lewis,JAC,1,1,1,22,0,2.2,2.2,2017,16,1.3,,,
1678,Marcedes Lewis,JAC,1,3,2,13,0,1.3,1.3,2017,17,,,,
37,Martellus Bennett,NE,1,5,3,14,0,1.4,1.4,2016,1,17.4,,,
51,Martellus Bennett,NE,1,6,5,114,1,17.4,17.4,2016,2,1.6,,,
131,Martellus Bennett,NE,1,3,2,10,0,1.6,1.6,2016,3,10.9,,,
155,Martellus Bennett,NE,1,6,5,109,0,10.9,10.9,2016,4,24.7,,,
200,Martellus Bennett,NE,1,8,6,67,3,24.7,24.7,2016,5,4.8,,,
266,Martellus Bennett,NE,1,5,5,48,0,4.8,4.8,2016,6,0.5,,,
342,Martellus Bennett,NE,1,2,1,5,0,0.5,0.5,2016,7,3.5,,,
370,Martellus Bennett,NE,1,5,4,35,0,3.5,3.5,2016,8,10.2,,,
455,Martellus Bennett,NE,1,7,7,102,0,10.2,10.2,2016,10,1.4,,,
532,Martellus Bennett,NE,1,2,1,14,0,1.4,1.4,2016,11,2.6,,,
579,Martellus Bennett,NE,1,5,3,22,0,2.6,2.6,2016,12,0.4,,,
648,Martellus Bennett,NE,1,4,2,4,0,0.4,0.4,2016,13,13.0,,,
651,Martellus Bennett,NE,1,4,4,70,1,13.0,13.0,2016,14,3.5,,,
722,Martellus Bennett,NE,1,4,2,35,0,3.5,3.5,2016,15,7.9,,,
762,Martellus Bennett,NE,1,2,2,19,1,7.9,7.9,2016,16,9.3,,,
808,Martellus Bennett,NE,1,5,3,33,1,9.3,9.3,2016,17,4.3,,,
864,Martellus Bennett,GB,1,6,3,43,0,4.3,4.3,2017,1,4.7,,,
918,Martellus Bennett,GB,1,11,5,47,0,4.7,4.7,2017,2,1.2,,,
984,Martellus Bennett,GB,1,4,3,12,0,1.2,1.2,2017,3,3.9,,,
1025,Martellus Bennett,GB,1,7,6,39,0,3.9,3.9,2017,4,5.3,,,
1069,Martellus Bennett,GB,1,3,3,53,0,5.3,5.3,2017,5,2.2,,,
1127,Martellus Bennett,GB,1,4,2,22,0,2.2,2.2,2017,6,1.7,,,
1184,Martellus Bennett,GB,1,3,2,17,0,1.7,1.7,2017,7,3.8,,,
1319,Martellus Bennett,NE,1,3,3,38,0,3.8,3.8,2017,10,1.5,,,
1379,Martellus Bennett,NE,1,3,3,15,0,1.5,1.5,2017,11,,,,
763,Matt Lengel,NE,1,1,1,18,1,7.8,7.8,2016,16,0.4,,,
845,Matt Lengel,NE,1,2,1,4,0,0.4,0.4,2016,17,,,,
894,Maxx Williams,BAL,1,1,1,5,0,0.5,0.5,2017,1,2.3,,,
932,Maxx Williams,BAL,1,4,4,21,0,2.3,2.3,2017,2,0.6,,,
1143,Maxx Williams,BAL,1,1,1,6,0,0.6,0.6,2017,6,2.9,,,
1274,Maxx Williams,BAL,1,3,3,29,0,2.9,2.9,2017,9,0.6,,,
1395,Maxx Williams,BAL,1,2,2,6,0,0.6,0.6,2017,11,1.2,,,
1438,Maxx Williams,BAL,1,1,1,12,0,1.2,1.2,2017,12,6.6,,,
1608,Maxx Williams,BAL,1,3,2,6,1,6.6,6.6,2017,16,,,,
948,Michael Hoomanawanui,NO,1,1,1,8,0,0.8,0.8,2017,2,1.3,,,
1042,Michael Hoomanawanui,NO,1,2,1,13,0,1.3,1.3,2017,4,8.7,,,
1108,Michael Hoomanawanui,NO,1,3,2,27,1,8.7,8.7,2017,6,0.4,,,
1336,Michael Hoomanawanui,NO,1,1,1,4,0,0.4,0.4,2017,10,,,,
1039,Michael Roberts,DET,1,1,1,15,0,1.5,1.5,2017,4,2.3,,,
1479,Michael Roberts,DET,1,1,1,23,0,2.3,2.3,2017,13,0.8,,,
1542,Michael Roberts,DET,1,2,2,8,0,0.8,0.8,2017,14,,,,
192,MyCole Pruitt,MIN,1,1,1,7,0,0.7,0.7,2016,4,0.6,,,
844,MyCole Pruitt,CHI,1,1,1,6,0,0.6,0.6,2016,17,,,,
195,Mychal Rivera,OAK,1,1,1,1,0,0.1,0.1,2016,4,0.0,,,
248,Mychal Rivera,OAK,1,0,0,0,0,0.0,0.0,2016,5,1.6,,,
285,Mychal Rivera,OAK,1,2,1,16,0,1.6,1.6,2016,6,1.3,,,
330,Mychal Rivera,OAK,1,1,1,13,0,1.3,1.3,2016,7,9.6,,,
355,Mychal Rivera,OAK,1,3,3,36,1,9.6,9.6,2016,8,0.6,,,
445,Mychal Rivera,OAK,1,1,1,6,0,0.6,0.6,2016,9,1.3,,,
589,Mychal Rivera,OAK,1,2,2,13,0,1.3,1.3,2016,12,5.7,,,
610,Mychal Rivera,OAK,1,5,3,57,0,5.7,5.7,2016,13,2.6,,,
674,Mychal Rivera,OAK,1,5,3,26,0,2.6,2.6,2016,14,1.5,,,
734,Mychal Rivera,OAK,1,2,1,15,0,1.5,1.5,2016,15,0.9,,,
840,Mychal Rivera,OAK,1,3,2,9,0,0.9,0.9,2016,17,,,,
188,Neal Sterling,JAC,1,1,1,10,0,1.0,1.0,2016,4,1.6,,,
585,Neal Sterling,JAC,1,3,2,16,0,1.6,1.6,2016,12,4.3,,,
616,Neal Sterling,JAC,1,6,5,43,0,4.3,4.3,2016,13,2.7,,,
673,Neal Sterling,JAC,1,5,3,27,0,2.7,2.7,2016,14,1.4,,,
735,Neal Sterling,JAC,1,1,1,14,0,1.4,1.4,2016,15,0.8,,,
949,Neal Sterling,NYJ,1,1,1,8,0,0.8,0.8,2017,2,0.0,,,
1348,Neal Sterling,NYJ,1,1,0,0,0,0.0,0.0,2017,10,7.4,,,
1654,Neal Sterling,NYJ,1,8,5,74,0,7.4,7.4,2017,17,,,,
626,Nick Boyle,BAL,1,2,2,24,0,2.4,2.4,2016,13,1.5,,,
686,Nick Boyle,BAL,1,3,3,15,0,1.5,1.5,2016,14,1.4,,,
886,Nick Boyle,BAL,1,1,1,14,0,1.4,1.4,2017,1,0.9,,,
945,Nick Boyle,BAL,1,1,1,9,0,0.9,0.9,2017,2,1.4,,,
983,Nick Boyle,BAL,1,2,2,14,0,1.4,1.4,2017,3,3.6,,,
1026,Nick Boyle,BAL,1,5,5,36,0,3.6,3.6,2017,4,0.9,,,
1092,Nick Boyle,BAL,1,2,1,9,0,0.9,0.9,2017,5,1.5,,,
1132,Nick Boyle,BAL,1,3,2,15,0,1.5,1.5,2017,6,1.2,,,
1189,Nick Boyle,BAL,1,3,2,12,0,1.2,1.2,2017,7,2.9,,,
1216,Nick Boyle,BAL,1,4,4,29,0,2.9,2.9,2017,8,0.9,,,
1441,Nick Boyle,BAL,1,1,1,9,0,0.9,0.9,2017,12,1.1,,,
1498,Nick Boyle,BAL,1,3,1,11,0,1.1,1.1,2017,13,0.9,,,
1596,Nick Boyle,BAL,1,2,1,9,0,0.9,0.9,2017,15,0.9,,,
1644,Nick Boyle,BAL,1,4,3,9,0,0.9,0.9,2017,16,2.4,,,
1668,Nick Boyle,BAL,1,3,2,24,0,2.4,2.4,2017,17,,,,
122,Nick O'Leary,BUF,1,1,1,28,0,2.8,2.8,2016,3,2.0,,,
176,Nick O'Leary,BUF,1,2,2,20,0,2.0,2.0,2016,4,2.9,,,
275,Nick O'Leary,BUF,1,2,2,29,0,2.9,2.9,2016,6,0.7,,,
338,Nick O'Leary,BUF,1,1,1,7,0,0.7,0.7,2016,7,1.0,,,
385,Nick O'Leary,BUF,1,1,1,10,0,1.0,1.0,2016,8,0.8,,,
643,Nick O'Leary,BUF,1,3,1,8,0,0.8,0.8,2016,13,1.2,,,
691,Nick O'Leary,BUF,1,1,1,12,0,1.2,1.2,2016,14,2.2,,,
