,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week,next_fp
438,Justin Hunter,BUF,1,1,1,5,1,0,0,0,6.5,6.5,2016,9,7.6
587,Justin Hunter,BUF,1,1,1,16,1,0,0,0,7.6,7.6,2016,12,6.4
841,Justin Hunter,BUF,1,2,1,64,0,0,0,0,6.4,6.4,2016,17,6.5
1632,Justin Hunter,PIT,1,1,1,5,1,0,0,0,6.5,6.5,2017,16,
295,Kamar Aiken,BAL,1,6,4,64,0,0,0,0,6.4,6.4,2016,6,5.5
341,Kamar Aiken,BAL,1,6,3,55,0,0,0,0,5.5,5.5,2016,7,7.9
733,Kamar Aiken,BAL,1,2,2,19,1,0,0,0,7.9,7.9,2016,15,3.3
1245,Kamar Aiken,IND,1,5,2,33,0,0,0,0,3.3,3.3,2017,8,
1184,Keelan Cole,JAC,1,3,2,64,0,0,0,0,6.4,6.4,2017,7,4.7
1293,Keelan Cole,JAC,1,5,3,47,0,0,0,0,4.7,4.7,2017,9,6.1
1340,Keelan Cole,JAC,1,8,3,61,0,0,0,0,6.1,6.1,2017,10,10.9
1466,Keelan Cole,JAC,1,3,3,49,1,0,0,0,10.9,10.9,2017,13,15.9
1509,Keelan Cole,JAC,1,3,3,99,1,0,0,0,15.9,15.9,2017,14,24.6
1550,Keelan Cole,JAC,1,9,7,186,1,0,0,0,24.6,24.6,2017,15,10.8
1610,Keelan Cole,JAC,1,13,6,108,0,0,0,0,10.8,10.8,2017,16,
48,Keenan Allen,SD,1,7,6,63,0,0,0,0,6.3,6.3,2016,1,9.5
869,Keenan Allen,LAC,1,10,5,35,1,0,0,0,9.5,9.5,2017,1,10.0
915,Keenan Allen,LAC,1,10,9,100,0,0,0,0,10.0,10.0,2017,2,13.8
1006,Keenan Allen,LAC,1,11,5,138,0,0,0,0,13.8,13.8,2017,4,6.7
1083,Keenan Allen,LAC,1,12,4,67,0,0,0,0,6.7,6.7,2017,5,4.5
1141,Keenan Allen,LAC,1,9,5,45,0,0,0,0,4.5,4.5,2017,6,4.1
1195,Keenan Allen,LAC,1,7,3,41,0,0,0,0,4.1,4.1,2017,7,6.1
1227,Keenan Allen,LAC,1,5,4,61,0,0,0,0,6.1,6.1,2017,8,5.4
1343,Keenan Allen,LAC,1,7,4,48,0,1,6,0,5.4,5.4,2017,10,28.2
1351,Keenan Allen,LAC,1,13,12,159,2,1,3,0,28.2,28.2,2017,11,23.2
1403,Keenan Allen,LAC,1,14,11,172,1,0,0,0,23.2,23.2,2017,12,16.5
1453,Keenan Allen,LAC,1,14,10,105,1,0,0,0,16.5,16.5,2017,13,11.1
1521,Keenan Allen,LAC,1,8,6,111,0,0,0,0,11.1,11.1,2017,14,5.4
1590,Keenan Allen,LAC,1,8,5,54,0,0,0,0,5.4,5.4,2017,15,6.3
1633,Keenan Allen,LAC,1,10,5,63,0,0,0,0,6.3,6.3,2017,16,25.3
1650,Keenan Allen,LAC,1,12,9,133,1,0,0,1,25.3,25.3,2017,17,
10,Kelvin Benjamin,CAR,1,12,6,91,1,0,0,0,15.1,15.1,2016,1,22.8
52,Kelvin Benjamin,CAR,1,9,7,108,2,0,0,0,22.8,22.8,2016,2,9.9
176,Kelvin Benjamin,CAR,1,7,3,39,1,0,0,0,9.9,9.9,2016,4,7.0
234,Kelvin Benjamin,CAR,1,9,5,70,0,0,0,0,7.0,7.0,2016,5,8.6
277,Kelvin Benjamin,CAR,1,14,8,86,0,0,0,0,8.6,8.6,2016,6,7.3
386,Kelvin Benjamin,CAR,1,5,2,73,0,0,0,0,7.3,7.3,2016,8,7.6
431,Kelvin Benjamin,CAR,1,7,5,76,0,0,0,0,7.6,7.6,2016,9,8.4
485,Kelvin Benjamin,CAR,1,12,7,84,0,0,0,0,8.4,8.4,2016,10,5.6
539,Kelvin Benjamin,CAR,1,4,3,56,0,0,0,0,5.6,5.6,2016,11,11.3
572,Kelvin Benjamin,CAR,1,5,2,53,1,0,0,0,11.3,11.3,2016,12,12.3
766,Kelvin Benjamin,CAR,1,8,4,63,1,0,0,0,12.3,12.3,2016,16,15.3
804,Kelvin Benjamin,CAR,1,7,6,93,1,0,0,0,15.3,15.3,2016,17,7.7
924,Kelvin Benjamin,CAR,1,8,6,77,0,0,0,0,7.7,7.7,2017,2,10.4
1017,Kelvin Benjamin,CAR,1,4,4,104,0,0,0,0,10.4,10.4,2017,4,11.8
1063,Kelvin Benjamin,CAR,1,6,4,58,1,0,0,0,11.8,11.8,2017,5,9.9
1121,Kelvin Benjamin,CAR,1,13,9,99,0,0,0,0,9.9,9.9,2017,6,6.5
1182,Kelvin Benjamin,CAR,1,6,3,65,0,0,0,0,6.5,6.5,2017,7,9.9
1214,Kelvin Benjamin,CAR,1,7,3,39,1,0,0,0,9.9,9.9,2017,8,9.8
1527,Kelvin Benjamin,BUF,1,8,3,38,1,0,0,0,9.8,9.8,2017,14,7.0
1629,Kelvin Benjamin,BUF,1,7,5,70,0,0,0,0,7.0,7.0,2017,16,
256,Kendall Wright,TEN,1,9,8,133,1,0,0,0,19.3,19.3,2016,6,15.9
355,Kendall Wright,TEN,1,5,4,84,1,1,15,0,15.9,15.9,2016,8,6.4
439,Kendall Wright,TEN,1,5,2,64,0,0,0,0,6.4,6.4,2016,9,6.8
489,Kendall Wright,TEN,1,3,2,8,1,0,0,0,6.8,6.8,2016,10,5.2
542,Kendall Wright,TEN,1,6,4,52,0,0,0,0,5.2,5.2,2016,11,6.9
935,Kendall Wright,CHI,1,10,7,69,0,0,0,0,6.9,6.9,2017,2,11.1
1014,Kendall Wright,CHI,1,4,4,51,1,0,0,0,11.1,11.1,2017,4,4.6
1093,Kendall Wright,CHI,1,5,4,46,0,0,0,0,4.6,4.6,2017,5,10.7
1523,Kendall Wright,CHI,1,11,10,107,0,0,0,0,10.7,10.7,2017,14,8.1
1581,Kendall Wright,CHI,1,13,7,81,0,0,0,0,8.1,8.1,2017,15,
1299,Kendrick Bourne,SF,1,6,2,39,0,0,0,0,3.9,3.9,2017,9,8.5
1579,Kendrick Bourne,SF,1,6,4,85,0,0,0,0,8.5,8.5,2017,15,
46,Kenny Britt,LAR,1,6,4,67,0,0,0,0,6.7,6.7,2016,1,9.4
81,Kenny Britt,LAR,1,10,6,94,0,0,0,0,9.4,9.4,2016,2,8.2
181,Kenny Britt,LAR,1,4,4,82,0,0,0,0,8.2,8.2,2016,4,7.5
230,Kenny Britt,LAR,1,6,5,75,0,0,0,0,7.5,7.5,2016,5,25.6
251,Kenny Britt,LAR,1,8,7,136,2,0,0,0,25.6,25.6,2016,6,4.3
348,Kenny Britt,LAR,1,8,3,43,0,0,0,0,4.3,4.3,2016,7,10.9
418,Kenny Britt,LAR,1,6,4,49,1,0,0,0,10.9,10.9,2016,9,10.9
473,Kenny Britt,LAR,1,10,7,109,0,0,0,0,10.9,10.9,2016,10,11.2
573,Kenny Britt,LAR,1,10,5,52,1,0,0,0,11.2,11.2,2016,12,12.7
609,Kenny Britt,LAR,1,6,2,67,1,0,0,0,12.7,12.7,2016,13,8.2
679,Kenny Britt,LAR,1,12,7,82,0,0,0,0,8.2,8.2,2016,14,5.0
745,Kenny Britt,LAR,1,8,4,50,0,0,0,0,5.0,5.0,2016,15,11.4
976,Kenny Britt,CLE,1,10,3,54,1,0,0,0,11.4,11.4,2017,3,5.2
1042,Kenny Britt,CLE,1,8,3,52,0,0,0,0,5.2,5.2,2017,4,9.8
1325,Kenny Britt,CLE,1,3,2,38,1,0,0,0,9.8,9.8,2017,10,5.2
1446,Kenny Britt,CLE,1,2,2,52,0,0,0,0,5.2,5.2,2017,12,
852,Kenny Golladay,DET,1,7,4,69,2,0,0,0,18.9,18.9,2017,1,6.4
1339,Kenny Golladay,DET,1,3,2,64,0,0,0,0,6.4,6.4,2017,10,5.2
1389,Kenny Golladay,DET,1,3,2,52,0,0,0,0,5.2,5.2,2017,11,6.1
1440,Kenny Golladay,DET,1,4,2,61,0,0,0,0,6.1,6.1,2017,12,4.4
1491,Kenny Golladay,DET,1,3,2,44,0,0,0,0,4.4,4.4,2017,13,14.0
1663,Kenny Golladay,DET,1,3,2,80,1,0,0,0,14.0,14.0,2017,17,
79,Kenny Stills,MIA,1,4,2,39,1,0,0,0,9.9,9.9,2016,2,7.6
132,Kenny Stills,MIA,1,8,5,76,0,0,0,0,7.6,7.6,2016,3,13.4
164,Kenny Stills,MIA,1,3,1,74,1,0,0,0,13.4,13.4,2016,4,16.0
306,Kenny Stills,MIA,1,8,5,100,1,0,0,0,16.0,16.0,2016,7,10.7
474,Kenny Stills,MIA,1,3,2,47,1,0,0,0,10.7,10.7,2016,10,13.2
565,Kenny Stills,MIA,1,6,3,72,1,0,0,0,13.2,13.2,2016,12,15.7
657,Kenny Stills,MIA,1,7,6,97,1,0,0,0,15.7,15.7,2016,14,11.2
716,Kenny Stills,MIA,1,3,1,52,1,0,0,0,11.2,11.2,2016,15,9.5
779,Kenny Stills,MIA,1,8,3,35,1,0,0,0,9.5,9.5,2016,16,10.1
815,Kenny Stills,MIA,1,7,4,41,1,0,0,0,10.1,10.1,2016,17,9.7
917,Kenny Stills,MIA,1,5,2,37,1,0,0,0,9.7,9.7,2017,2,10.9
1118,Kenny Stills,MIA,1,4,4,49,1,0,0,0,10.9,10.9,2017,6,20.5
1151,Kenny Stills,MIA,1,9,6,85,2,0,0,0,20.5,20.5,2017,7,6.5
1226,Kenny Stills,MIA,1,10,5,65,0,0,0,0,6.5,6.5,2017,8,6.7
1336,Kenny Stills,MIA,1,8,5,67,0,0,0,0,6.7,6.7,2017,10,24.0
1352,Kenny Stills,MIA,1,8,7,180,1,0,0,0,24.0,24.0,2017,11,4.7
1449,Kenny Stills,MIA,1,6,3,47,0,0,0,0,4.7,4.7,2017,12,15.8
1456,Kenny Stills,MIA,1,13,5,98,1,0,0,0,15.8,15.8,2017,13,5.4
1637,Kenny Stills,MIA,1,6,4,54,0,0,0,0,5.4,5.4,2017,16,
141,Kevin White,CHI,1,14,6,62,0,0,0,0,6.2,6.2,2016,3,5.5
196,Kevin White,CHI,1,9,6,55,0,0,0,0,5.5,5.5,2016,4,
4,Larry Fitzgerald,ARI,1,10,8,81,2,0,0,0,20.1,20.1,2016,1,14.1
61,Larry Fitzgerald,ARI,1,11,6,81,1,0,0,0,14.1,14.1,2016,2,6.0
142,Larry Fitzgerald,ARI,1,12,7,60,0,0,0,0,6.0,6.0,2016,3,6.3
191,Larry Fitzgerald,ARI,1,7,5,62,0,1,1,0,6.3,6.3,2016,4,20.1
202,Larry Fitzgerald,ARI,1,8,6,81,2,0,0,0,20.1,20.1,2016,5,7.0
334,Larry Fitzgerald,ARI,1,14,9,70,0,0,0,0,7.0,7.0,2016,7,7.4
384,Larry Fitzgerald,ARI,1,11,10,74,0,0,0,0,7.4,7.4,2016,8,13.3
464,Larry Fitzgerald,ARI,1,18,12,133,0,0,0,0,13.3,13.3,2016,10,6.3
533,Larry Fitzgerald,ARI,1,7,6,63,0,0,0,0,6.3,6.3,2016,11,7.8
632,Larry Fitzgerald,ARI,1,11,10,78,0,0,0,0,7.8,7.8,2016,13,5.7
744,Larry Fitzgerald,ARI,1,9,7,57,0,0,0,0,5.7,5.7,2016,15,10.3
813,Larry Fitzgerald,ARI,1,7,5,43,1,0,0,0,10.3,10.3,2016,17,7.4
875,Larry Fitzgerald,ARI,1,13,6,74,0,0,0,0,7.4,7.4,2017,1,20.9
954,Larry Fitzgerald,ARI,1,15,13,149,1,0,0,0,20.9,20.9,2017,3,9.2
1022,Larry Fitzgerald,ARI,1,7,4,32,1,0,0,0,9.2,9.2,2017,4,5.1
1087,Larry Fitzgerald,ARI,1,10,6,51,0,0,0,0,5.1,5.1,2017,5,19.8
1101,Larry Fitzgerald,ARI,1,11,10,138,1,0,0,0,19.8,19.8,2017,6,7.0
1279,Larry Fitzgerald,ARI,1,9,5,70,0,0,0,0,7.0,7.0,2017,9,11.3
1318,Larry Fitzgerald,ARI,1,14,10,113,0,0,0,0,11.3,11.3,2017,10,15.1
1357,Larry Fitzgerald,ARI,1,10,9,91,1,0,0,0,15.1,15.1,2017,11,15.8
1455,Larry Fitzgerald,ARI,1,10,10,98,1,0,0,0,15.8,15.8,2017,13,4.4
1548,Larry Fitzgerald,ARI,1,7,5,44,0,0,0,0,4.4,4.4,2017,14,6.0
1588,Larry Fitzgerald,ARI,1,10,5,60,0,0,0,0,6.0,6.0,2017,15,17.9
1600,Larry Fitzgerald,ARI,1,15,9,119,1,0,0,0,17.9,17.9,2017,16,5.5
1692,Larry Fitzgerald,ARI,1,13,8,55,0,0,0,0,5.5,5.5,2017,17,
588,Leonte Carroo,MIA,1,1,1,15,1,0,0,0,7.5,7.5,2016,12,4.8
1236,Leonte Carroo,MIA,1,8,6,48,0,0,0,0,4.8,4.8,2017,8,
1347,Louis Murphy,SF,1,2,2,48,0,0,0,0,4.8,4.8,2017,10,7.4
1430,Louis Murphy,SF,1,4,2,14,1,0,0,0,7.4,7.4,2017,12,
1147,Mack Hollins,PHI,1,2,2,38,0,0,0,0,3.8,3.8,2017,6,12.4
1160,Mack Hollins,PHI,1,1,1,64,1,0,0,0,12.4,12.4,2017,7,3.0
1249,Mack Hollins,PHI,1,3,2,30,0,0,0,0,3.0,3.0,2017,8,
504,Malcolm Mitchell,NE,1,5,4,98,1,0,0,0,15.8,15.8,2016,11,16.2
563,Malcolm Mitchell,NE,1,7,5,42,2,0,0,0,16.2,16.2,2016,12,8.2
628,Malcolm Mitchell,NE,1,10,8,82,0,0,0,0,8.2,8.2,2016,13,10.1
672,Malcolm Mitchell,NE,1,5,4,41,1,0,0,0,10.1,10.1,2016,14,
179,Markus Wheaton,PIT,1,1,1,30,1,0,0,0,9.0,9.0,2016,4,4.2
1598,Markus Wheaton,CHI,1,4,2,42,0,0,0,0,4.2,4.2,2017,15,
91,Marqise Lee,JAC,1,7,5,75,0,0,0,0,7.5,7.5,2016,2,6.1
297,Marqise Lee,JAC,1,6,6,61,0,0,0,0,6.1,6.1,2016,6,10.7
321,Marqise Lee,JAC,1,8,7,107,0,0,0,0,10.7,10.7,2016,7,9.5
425,Marqise Lee,JAC,1,8,4,84,0,1,11,0,9.5,9.5,2016,9,5.6
492,Marqise Lee,JAC,1,6,4,50,0,1,6,0,5.6,5.6,2016,10,11.8
513,Marqise Lee,JAC,1,8,4,52,1,1,6,0,11.8,11.8,2016,11,9.9
577,Marqise Lee,JAC,1,6,4,37,1,1,2,0,9.9,9.9,2016,12,11.3
667,Marqise Lee,JAC,1,8,5,113,0,0,0,0,11.3,11.3,2016,14,9.7
778,Marqise Lee,JAC,1,7,3,37,1,0,0,0,9.7,9.7,2016,16,8.6
828,Marqise Lee,JAC,1,9,6,86,0,0,0,0,8.6,8.6,2016,17,7.6
925,Marqise Lee,JAC,1,12,7,76,0,0,0,0,7.6,7.6,2017,2,6.5
997,Marqise Lee,JAC,1,7,4,65,0,0,0,0,6.5,6.5,2017,3,4.9
1090,Marqise Lee,JAC,1,4,2,49,0,0,0,0,4.9,4.9,2017,5,10.0
1120,Marqise Lee,JAC,1,10,5,83,0,1,17,0,10.0,10.0,2017,6,7.2
1179,Marqise Lee,JAC,1,6,4,72,0,0,0,0,7.2,7.2,2017,7,13.5
1259,Marqise Lee,JAC,1,12,8,75,1,0,0,0,13.5,13.5,2017,9,11.5
1317,Marqise Lee,JAC,1,11,6,55,1,0,0,0,11.5,11.5,2017,10,4.5
1393,Marqise Lee,JAC,1,9,5,45,0,0,0,0,4.5,4.5,2017,11,14.6
1458,Marqise Lee,JAC,1,10,7,86,1,0,0,0,14.6,14.6,2017,13,6.5
1537,Marqise Lee,JAC,1,6,5,65,0,0,0,0,6.5,6.5,2017,14,
56,Marquise Goodwin,BUF,1,5,2,112,1,0,0,0,17.2,17.2,2016,2,7.3
232,Marquise Goodwin,BUF,1,6,2,13,1,0,0,0,7.3,7.3,2016,5,15.3
308,Marquise Goodwin,BUF,1,7,4,93,1,0,0,0,15.3,15.3,2016,7,6.2
999,Marquise Goodwin,SF,1,5,2,62,0,0,0,0,6.2,6.2,2017,3,11.6
1064,Marquise Goodwin,SF,1,11,5,116,0,0,0,0,11.6,11.6,2017,5,8.0
1177,Marquise Goodwin,SF,1,8,4,80,0,0,0,0,8.0,8.0,2017,7,6.8
1281,Marquise Goodwin,SF,1,8,2,68,0,0,0,0,6.8,6.8,2017,9,16.1
1305,Marquise Goodwin,SF,1,2,1,83,1,1,18,0,16.1,16.1,2017,10,7.8
1427,Marquise Goodwin,SF,1,6,4,78,0,0,0,0,7.8,7.8,2017,12,9.9
1467,Marquise Goodwin,SF,1,8,8,99,0,0,0,0,9.9,9.9,2017,13,10.6
1524,Marquise Goodwin,SF,1,12,6,106,0,0,0,0,10.6,10.6,2017,14,12.4
1562,Marquise Goodwin,SF,1,13,10,114,0,1,10,0,12.4,12.4,2017,15,9.8
1673,Marquise Goodwin,SF,1,4,2,28,1,1,10,0,9.8,9.8,2017,17,
905,Martavis Bryant,PIT,1,4,3,91,1,1,7,0,15.8,15.8,2017,2,4.8
1046,Martavis Bryant,PIT,1,5,3,48,0,0,0,0,4.8,4.8,2017,4,10.1
1419,Martavis Bryant,PIT,1,6,4,40,1,1,1,0,10.1,10.1,2017,12,4.0
1496,Martavis Bryant,PIT,1,6,4,40,0,0,0,0,4.0,4.0,2017,13,11.9
1566,Martavis Bryant,PIT,1,6,4,59,1,0,0,0,11.9,11.9,2017,15,6.8
1630,Martavis Bryant,PIT,1,4,3,60,0,1,8,0,6.8,6.8,2017,16,6.5
1684,Martavis Bryant,PIT,1,7,6,65,0,0,0,0,6.5,6.5,2017,17,
33,Marvin Jones,DET,1,10,4,85,0,0,0,0,8.5,8.5,2016,1,11.8
67,Marvin Jones,DET,1,11,8,118,0,0,0,0,11.8,11.8,2016,2,32.5
100,Marvin Jones,DET,1,8,6,205,2,0,0,0,32.5,32.5,2016,3,7.4
186,Marvin Jones,DET,1,7,5,74,0,0,0,0,7.4,7.4,2016,4,9.7
225,Marvin Jones,DET,1,5,4,37,1,0,0,0,9.7,9.7,2016,5,7.3
287,Marvin Jones,DET,1,6,2,10,1,1,3,0,7.3,7.3,2016,6,9.4
323,Marvin Jones,DET,1,5,4,94,0,0,0,0,9.4,9.4,2016,7,6.7
688,Marvin Jones,DET,1,5,4,67,0,0,0,0,6.7,6.7,2016,14,7.6
835,Marvin Jones,DET,1,9,5,76,0,0,0,0,7.6,7.6,2016,17,9.7
868,Marvin Jones,DET,1,2,2,37,1,0,0,0,9.7,9.7,2017,1,8.7
920,Marvin Jones,DET,1,5,1,27,1,0,0,0,8.7,8.7,2017,2,5.4
1086,Marvin Jones,DET,1,8,6,54,0,0,0,0,5.4,5.4,2017,5,15.6
1102,Marvin Jones,DET,1,14,6,96,1,0,0,0,15.6,15.6,2017,6,12.8
1209,Marvin Jones,DET,1,11,6,128,0,0,0,0,12.8,12.8,2017,8,22.7
1251,Marvin Jones,DET,1,11,7,107,2,0,0,0,22.7,22.7,2017,9,14.5
1358,Marvin Jones,DET,1,7,4,85,1,0,0,0,14.5,14.5,2017,11,22.9
1404,Marvin Jones,DET,1,9,6,109,2,0,0,0,22.9,22.9,2017,12,9.0
1472,Marvin Jones,DET,1,8,4,90,0,0,0,0,9.0,9.0,2017,13,6.4
1542,Marvin Jones,DET,1,4,3,64,0,0,0,0,6.4,6.4,2017,14,8.5
1580,Marvin Jones,DET,1,5,3,85,0,0,0,0,8.5,8.5,2017,15,5.0
1642,Marvin Jones,DET,1,5,3,50,0,0,0,0,5.0,5.0,2017,16,14.1
1662,Marvin Jones,DET,1,5,4,81,1,0,0,0,14.1,14.1,2017,17,
1187,Michael Campanaro,BAL,1,3,3,31,0,1,19,0,5.0,5.0,2017,7,9.0
1620,Michael Campanaro,BAL,1,2,2,21,1,1,9,0,9.0,9.0,2017,16,
32,Michael Crabtree,OAK,1,9,7,87,0,0,0,0,8.7,8.7,2016,1,9.1
83,Michael Crabtree,OAK,1,5,4,31,1,0,0,0,9.1,9.1,2016,2,10.2
119,Michael Crabtree,OAK,1,11,8,102,0,0,0,0,10.2,10.2,2016,3,26.8
151,Michael Crabtree,OAK,1,12,7,88,3,0,0,0,26.8,26.8,2016,4,10.7
222,Michael Crabtree,OAK,1,7,3,47,1,0,0,0,10.7,10.7,2016,5,15.6
307,Michael Crabtree,OAK,1,11,8,96,1,0,0,0,15.6,15.6,2016,7,10.8
369,Michael Crabtree,OAK,1,16,8,108,0,0,0,0,10.8,10.8,2016,8,11.0
574,Michael Crabtree,OAK,1,13,8,110,0,0,0,0,11.0,11.0,2016,12,13.4
608,Michael Crabtree,OAK,1,11,7,74,1,0,0,0,13.4,13.4,2016,13,12.0
712,Michael Crabtree,OAK,1,8,6,60,1,0,0,0,12.0,12.0,2016,15,9.0
785,Michael Crabtree,OAK,1,10,7,90,0,0,0,0,9.0,9.0,2016,16,8.3
872,Michael Crabtree,OAK,1,7,6,83,0,0,0,0,8.3,8.3,2017,1,26.0
900,Michael Crabtree,OAK,1,6,6,80,3,0,0,0,26.0,26.0,2017,2,14.2
1059,Michael Crabtree,OAK,1,8,6,82,1,0,0,0,14.2,14.2,2017,5,11.2
1117,Michael Crabtree,OAK,1,10,6,52,1,0,0,0,11.2,11.2,2017,6,8.4
1175,Michael Crabtree,OAK,1,7,3,24,1,0,0,0,8.4,8.4,2017,7,8.3
1220,Michael Crabtree,OAK,1,10,5,83,0,0,0,0,8.3,8.3,2017,8,4.0
1298,Michael Crabtree,OAK,1,4,3,40,0,0,0,0,4.0,4.0,2017,9,5.1
1390,Michael Crabtree,OAK,1,11,6,51,0,0,0,0,5.1,5.1,2017,11,6.0
1543,Michael Crabtree,OAK,1,13,7,60,0,0,0,0,6.0,6.0,2017,14,15.9
1554,Michael Crabtree,OAK,1,17,7,39,2,0,0,0,15.9,15.9,2017,15,
49,Michael Floyd,ARI,1,7,3,61,0,0,0,0,6.1,6.1,2016,1,6.8
96,Michael Floyd,ARI,1,6,2,8,1,0,0,0,6.8,6.8,2016,2,6.5
139,Michael Floyd,ARI,1,11,4,65,0,0,0,0,6.5,6.5,2016,3,9.6
177,Michael Floyd,ARI,1,7,3,36,1,0,0,0,9.6,9.6,2016,4,8.2
279,Michael Floyd,ARI,1,2,2,22,1,0,0,0,8.2,8.2,2016,6,6.5
337,Michael Floyd,ARI,1,7,5,65,0,0,0,0,6.5,6.5,2016,7,10.1
480,Michael Floyd,ARI,1,6,5,101,0,0,0,0,10.1,10.1,2016,10,7.8
633,Michael Floyd,ARI,1,8,3,18,1,0,0,0,7.8,7.8,2016,13,9.6
818,Michael Floyd,NE,1,4,3,36,1,0,0,0,9.6,9.6,2016,17,
115,Michael Thomas,NO,1,11,7,71,1,0,0,0,13.1,13.1,2016,3,10.4
170,Michael Thomas,NO,1,9,4,44,1,0,0,0,10.4,10.4,2016,4,13.8
258,Michael Thomas,NO,1,5,5,78,1,0,0,0,13.8,13.8,2016,6,13.0
313,Michael Thomas,NO,1,13,10,130,0,0,0,0,13.0,13.0,2016,7,6.3
392,Michael Thomas,NO,1,6,6,63,0,0,0,0,6.3,6.3,2016,8,19.3
401,Michael Thomas,NO,1,8,5,73,2,0,0,0,19.3,19.3,2016,9,6.8
532,Michael Thomas,NO,1,5,5,68,0,0,0,0,6.8,6.8,2016,11,22.8
552,Michael Thomas,NO,1,10,9,108,2,0,0,0,22.8,22.8,2016,12,11.2
717,Michael Thomas,NO,1,10,7,52,1,0,0,0,11.2,11.2,2016,15,9.8
776,Michael Thomas,NO,1,8,6,98,0,0,0,0,9.8,9.8,2016,16,21.6
801,Michael Thomas,NO,1,14,10,156,1,0,0,0,21.6,21.6,2016,17,8.9
919,Michael Thomas,NO,1,10,5,89,0,0,0,0,8.9,8.9,2017,2,14.7
966,Michael Thomas,NO,1,8,7,87,1,0,0,0,14.7,14.7,2017,3,14.9
1005,Michael Thomas,NO,1,11,8,89,1,0,0,0,14.9,14.9,2017,4,8.2
1176,Michael Thomas,NO,1,11,7,82,0,0,0,0,8.2,8.2,2017,7,7.7
1221,Michael Thomas,NO,1,8,7,77,0,0,0,0,7.7,7.7,2017,8,6.5
1282,Michael Thomas,NO,1,11,8,65,0,0,0,0,6.5,6.5,2017,9,11.7
1316,Michael Thomas,NO,1,10,9,117,0,0,0,0,11.7,11.7,2017,10,9.1
1371,Michael Thomas,NO,1,11,6,91,0,0,0,0,9.1,9.1,2017,11,5.2
1447,Michael Thomas,NO,1,8,5,52,0,0,0,0,5.2,5.2,2017,12,13.0
1460,Michael Thomas,NO,1,9,5,70,1,0,0,0,13.0,13.0,2017,13,17.7
1505,Michael Thomas,NO,1,14,10,117,1,0,0,0,17.7,17.7,2017,14,15.3
1556,Michael Thomas,NO,1,11,9,93,1,0,0,0,15.3,15.3,2017,15,6.6
1631,Michael Thomas,NO,1,5,4,66,0,0,0,0,6.6,6.6,2017,16,9.4
1675,Michael Thomas,NO,1,8,6,94,0,0,0,0,9.4,9.4,2017,17,
8,Mike Evans,TB,1,7,5,99,1,0,0,0,15.9,15.9,2016,1,13.0
65,Mike Evans,TB,1,17,6,70,1,0,0,0,13.0,13.0,2016,2,19.2
107,Mike Evans,TB,1,13,10,132,1,0,0,0,19.2,19.2,2016,3,5.9
194,Mike Evans,TB,1,11,5,59,0,0,0,0,5.9,5.9,2016,4,14.9
210,Mike Evans,TB,1,12,6,89,1,0,0,0,14.9,14.9,2016,5,21.6
302,Mike Evans,TB,1,13,8,96,2,0,0,0,21.6,21.6,2016,7,27.0
400,Mike Evans,TB,1,17,11,150,2,0,0,0,27.0,27.0,2016,9,6.6
490,Mike Evans,TB,1,5,4,66,0,0,0,0,6.6,6.6,2016,10,10.5
519,Mike Evans,TB,1,13,6,105,0,0,0,0,10.5,10.5,2016,11,22.4
553,Mike Evans,TB,1,11,8,104,2,0,0,0,22.4,22.4,2016,12,5.9
742,Mike Evans,TB,1,8,4,59,0,0,0,0,5.9,5.9,2016,15,15.7
758,Mike Evans,TB,1,8,7,97,1,0,0,0,15.7,15.7,2016,16,12.5
809,Mike Evans,TB,1,11,5,65,1,0,0,0,12.5,12.5,2016,17,15.3
906,Mike Evans,TB,1,9,7,93,1,0,0,0,15.3,15.3,2017,2,6.7
994,Mike Evans,TB,1,12,7,67,0,0,0,0,6.7,6.7,2017,3,12.7
1008,Mike Evans,TB,1,11,5,67,1,0,0,0,12.7,12.7,2017,4,4.9
1089,Mike Evans,TB,1,8,5,49,0,0,0,0,4.9,4.9,2017,5,15.5
1104,Mike Evans,TB,1,8,3,95,1,0,0,0,15.5,15.5,2017,6,14.8
1156,Mike Evans,TB,1,10,7,88,1,0,0,0,14.8,14.8,2017,7,6.0
1229,Mike Evans,TB,1,10,5,60,0,0,0,0,6.0,6.0,2017,8,9.2
1370,Mike Evans,TB,1,10,5,92,0,0,0,0,9.2,9.2,2017,11,7.8
1426,Mike Evans,TB,1,12,6,78,0,0,0,0,7.8,7.8,2017,12,13.9
1561,Mike Evans,TB,1,8,5,79,1,0,0,0,13.9,13.9,2017,15,10.7
1613,Mike Evans,TB,1,8,6,107,0,0,0,0,10.7,10.7,2017,16,5.5
1691,Mike Evans,TB,1,13,5,55,0,0,0,0,5.5,5.5,2017,17,
7,Mike Wallace,BAL,1,6,3,91,1,1,11,0,16.2,16.2,2016,1,16.1
59,Mike Wallace,BAL,1,6,4,41,2,0,0,0,16.1,16.1,2016,2,6.3
239,Mike Wallace,BAL,1,11,7,63,0,0,0,0,6.3,6.3,2016,5,9.7
270,Mike Wallace,BAL,1,9,4,97,0,0,0,0,9.7,9.7,2016,6,12.0
317,Mike Wallace,BAL,1,13,10,120,0,0,0,0,12.0,12.0,2016,7,18.4
