,name,team,g,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week,next_fp
35,Jonathan Stewart,CAR,1,15,64,0,1,0,0,0,6.4,6.4,2016,1,20.5
256,Jonathan Stewart,CAR,1,19,85,2,1,0,0,0,20.5,20.5,2016,6,24.0
351,Jonathan Stewart,CAR,1,25,95,2,2,1,25,0,24.0,24.0,2016,8,4.2
437,Jonathan Stewart,CAR,1,15,42,0,0,0,0,0,4.2,4.2,2016,9,3.9
485,Jonathan Stewart,CAR,1,13,39,0,1,0,0,0,3.9,3.9,2016,10,9.9
523,Jonathan Stewart,CAR,1,18,31,1,4,1,8,0,9.9,9.9,2016,11,21.6
554,Jonathan Stewart,CAR,1,17,96,2,1,0,0,0,21.6,21.6,2016,12,5.3
637,Jonathan Stewart,CAR,1,11,50,0,1,1,3,0,5.3,5.3,2016,13,12.6
666,Jonathan Stewart,CAR,1,24,66,1,2,0,0,0,12.6,12.6,2016,14,14.0
713,Jonathan Stewart,CAR,1,25,132,0,2,1,8,0,14.0,14.0,2016,15,5.2
796,Jonathan Stewart,CAR,1,11,50,0,2,1,2,0,5.2,5.2,2016,16,13.2
814,Jonathan Stewart,CAR,1,20,65,1,2,1,7,0,13.2,13.2,2016,17,14.2
857,Jonathan Stewart,CAR,1,18,65,0,2,2,17,1,14.2,14.2,2017,1,4.0
946,Jonathan Stewart,CAR,1,15,40,0,1,0,0,0,4.0,4.0,2017,2,6.1
986,Jonathan Stewart,CAR,1,12,57,0,2,1,4,0,6.1,6.1,2017,3,6.8
1032,Jonathan Stewart,CAR,1,14,68,0,1,0,0,0,6.8,6.8,2017,4,4.4
1087,Jonathan Stewart,CAR,1,18,21,0,3,3,23,0,4.4,4.4,2017,5,4.8
1188,Jonathan Stewart,CAR,1,14,48,0,0,0,0,0,4.8,4.8,2017,7,9.4
1219,Jonathan Stewart,CAR,1,11,34,1,0,0,0,0,9.4,9.4,2017,8,2.1
1298,Jonathan Stewart,CAR,1,11,21,0,0,0,0,0,2.1,2.1,2017,9,11.0
1318,Jonathan Stewart,CAR,1,17,110,0,0,0,0,0,11.0,11.0,2017,10,8.6
1425,Jonathan Stewart,CAR,1,15,26,1,0,0,0,0,8.6,8.6,2017,12,10.5
1471,Jonathan Stewart,CAR,1,11,45,1,1,0,0,0,10.5,10.5,2017,13,28.3
1501,Jonathan Stewart,CAR,1,16,103,3,1,0,0,0,28.3,28.3,2017,14,
377,Jonathan Williams,BUF,1,5,12,1,0,0,0,0,7.2,7.2,2016,8,2.6
547,Jonathan Williams,BUF,1,4,26,0,1,1,0,0,2.6,2.6,2016,11,
123,Jordan Howard,CHI,1,9,45,0,6,4,47,0,9.2,9.2,2016,3,13.2
164,Jordan Howard,CHI,1,23,111,0,4,3,21,0,13.2,13.2,2016,4,22.3
203,Jordan Howard,CHI,1,16,118,0,3,3,45,1,22.3,22.3,2016,5,10.0
269,Jordan Howard,CHI,1,15,34,1,4,2,6,0,10.0,10.0,2016,6,2.2
348,Jordan Howard,CHI,1,7,22,0,1,0,0,0,2.2,2.2,2016,7,26.2
350,Jordan Howard,CHI,1,26,153,1,4,4,49,0,26.2,26.2,2016,8,10.0
465,Jordan Howard,CHI,1,15,100,0,0,0,0,0,10.0,10.0,2016,10,9.9
522,Jordan Howard,CHI,1,17,77,0,8,1,22,0,9.9,9.9,2016,11,12.7
560,Jordan Howard,CHI,1,18,84,0,5,3,43,0,12.7,12.7,2016,12,29.7
600,Jordan Howard,CHI,1,32,117,3,1,0,0,0,29.7,29.7,2016,13,11.0
670,Jordan Howard,CHI,1,13,86,0,5,2,24,0,11.0,11.0,2016,14,17.3
708,Jordan Howard,CHI,1,17,90,1,4,4,23,0,17.3,17.3,2016,15,12.8
768,Jordan Howard,CHI,1,18,119,0,3,1,9,0,12.8,12.8,2016,16,13.5
813,Jordan Howard,CHI,1,23,135,0,0,0,0,0,13.5,13.5,2016,17,12.6
862,Jordan Howard,CHI,1,13,52,1,5,3,14,0,12.6,12.6,2017,1,28.4
951,Jordan Howard,CHI,1,23,138,2,5,5,26,0,28.4,28.4,2017,3,12.3
1016,Jordan Howard,CHI,1,18,53,1,4,2,10,0,12.3,12.3,2017,4,7.6
1073,Jordan Howard,CHI,1,19,76,0,0,0,0,0,7.6,7.6,2017,5,17.6
1108,Jordan Howard,CHI,1,36,167,0,1,1,9,0,17.6,17.6,2017,6,6.5
1181,Jordan Howard,CHI,1,21,65,0,0,0,0,0,6.5,6.5,2017,7,12.1
1212,Jordan Howard,CHI,1,23,102,0,5,3,19,0,12.1,12.1,2017,8,5.4
1336,Jordan Howard,CHI,1,15,54,0,0,0,0,0,5.4,5.4,2017,10,18.5
1355,Jordan Howard,CHI,1,15,125,1,0,0,0,0,18.5,18.5,2017,11,27.5
1503,Jordan Howard,CHI,1,23,147,2,2,1,8,0,27.5,27.5,2017,14,6.3
1583,Jordan Howard,CHI,1,10,37,0,4,4,26,0,6.3,6.3,2017,15,16.4
1607,Jordan Howard,CHI,1,22,44,2,0,0,0,0,16.4,16.4,2017,16,
99,Josh Ferguson,IND,1,2,7,0,5,5,29,0,3.6,3.6,2016,2,3.1
197,Josh Ferguson,IND,1,3,-2,0,10,7,33,0,3.1,3.1,2016,4,
40,Justin Forsett,BAL,1,10,41,0,3,3,15,0,5.6,5.6,2016,1,4.6
93,Justin Forsett,BAL,1,14,37,0,5,3,9,0,4.6,4.6,2016,2,4.8
340,Justin Forsett,DET,1,8,33,0,2,2,15,0,4.8,4.8,2016,7,5.3
738,Justin Forsett,DEN,1,10,37,0,5,4,16,0,5.3,5.3,2016,15,7.1
786,Justin Forsett,DEN,1,5,11,1,1,0,0,0,7.1,7.1,2016,16,9.0
827,Justin Forsett,DEN,1,22,90,0,1,0,0,0,9.0,9.0,2016,17,
285,Ka'Deem Carey,CHI,1,9,50,0,1,0,0,0,5.0,5.0,2016,6,5.7
335,Ka'Deem Carey,CHI,1,10,48,0,1,1,9,0,5.7,5.7,2016,7,
409,Kapri Bibbs,DEN,1,2,11,0,1,1,69,1,14.0,14.0,2016,9,2.2
498,Kapri Bibbs,DEN,1,7,22,0,1,0,0,0,2.2,2.2,2016,10,4.9
639,Kapri Bibbs,DEN,1,5,49,0,0,0,0,0,4.9,4.9,2016,13,11.3
1568,Kapri Bibbs,WAS,1,2,6,0,4,4,47,1,11.3,11.3,2017,15,5.4
1642,Kapri Bibbs,WAS,1,7,26,0,4,2,28,0,5.4,5.4,2017,16,10.0
1670,Kapri Bibbs,WAS,1,12,47,0,9,8,53,0,10.0,10.0,2017,17,
850,Kareem Hunt,KC,1,17,148,1,5,5,98,2,42.6,42.6,2017,1,22.9
903,Kareem Hunt,KC,1,13,81,2,3,3,28,0,22.9,22.9,2017,2,24.3
953,Kareem Hunt,KC,1,17,172,1,1,1,11,0,24.3,24.3,2017,3,12.1
1017,Kareem Hunt,KC,1,21,101,0,4,4,20,0,12.1,12.1,2017,4,11.6
1061,Kareem Hunt,KC,1,29,107,0,4,3,9,0,11.6,11.6,2017,5,11.0
1118,Kareem Hunt,KC,1,9,21,0,6,5,89,0,11.0,11.0,2017,6,11.7
1159,Kareem Hunt,KC,1,18,87,0,4,4,30,0,11.7,11.7,2017,7,6.8
1227,Kareem Hunt,KC,1,22,46,0,5,3,22,0,6.8,6.8,2017,8,6.1
1278,Kareem Hunt,KC,1,9,37,0,5,4,24,0,6.1,6.1,2017,9,7.7
1379,Kareem Hunt,KC,1,18,73,0,4,3,4,0,7.7,7.7,2017,11,6.3
1489,Kareem Hunt,KC,1,9,40,0,5,3,23,0,6.3,6.3,2017,13,19.8
1509,Kareem Hunt,KC,1,25,116,1,3,3,22,0,19.8,19.8,2017,14,32.6
1551,Kareem Hunt,KC,1,24,155,1,9,7,51,1,32.6,32.6,2017,15,16.6
1606,Kareem Hunt,KC,1,29,91,1,4,4,15,0,16.6,16.6,2017,16,9.5
1675,Kareem Hunt,KC,1,1,35,1,0,0,0,0,9.5,9.5,2017,17,
45,Kenjon Barner,PHI,1,4,42,0,0,0,0,0,4.2,4.2,2016,1,10.2
121,Kenjon Barner,PHI,1,8,42,1,0,0,0,0,10.2,10.2,2016,3,6.3
425,Kenjon Barner,PHI,1,1,3,1,0,0,0,0,6.3,6.3,2016,9,8.6
1378,Kenjon Barner,PHI,1,1,4,1,1,1,22,0,8.6,8.6,2017,11,
471,Kenneth Dixon,BAL,1,6,38,0,7,5,42,0,8.0,8.0,2016,10,4.0
542,Kenneth Dixon,BAL,1,6,40,0,1,0,0,0,4.0,4.0,2016,11,8.0
573,Kenneth Dixon,BAL,1,13,49,0,4,4,31,0,8.0,8.0,2016,12,7.7
625,Kenneth Dixon,BAL,1,6,56,0,4,4,21,0,7.7,7.7,2016,13,14.1
663,Kenneth Dixon,BAL,1,11,39,0,11,8,42,1,14.1,14.1,2016,14,9.6
725,Kenneth Dixon,BAL,1,9,36,1,1,0,0,0,9.6,9.6,2016,15,5.8
792,Kenneth Dixon,BAL,1,12,57,0,3,1,1,0,5.8,5.8,2016,16,12.3
816,Kenneth Dixon,BAL,1,10,44,1,4,3,19,0,12.3,12.3,2016,17,
677,Kenneth Farrow,SD,1,16,55,0,6,6,23,0,7.8,7.8,2016,14,5.3
737,Kenneth Farrow,SD,1,15,39,0,3,2,14,0,5.3,5.3,2016,15,5.7
793,Kenneth Farrow,SD,1,9,28,0,4,4,29,0,5.7,5.7,2016,16,
73,Kenyan Drake,MIA,1,2,12,1,2,2,6,0,7.8,7.8,2016,2,4.8
140,Kenyan Drake,MIA,1,9,37,0,2,2,11,0,4.8,4.8,2016,3,2.0
248,Kenyan Drake,MIA,1,2,4,0,3,2,16,0,2.0,2.0,2016,5,11.6
771,Kenyan Drake,MIA,1,4,56,1,0,0,0,0,11.6,11.6,2016,16,2.2
1246,Kenyan Drake,MIA,1,6,22,0,1,0,0,0,2.2,2.2,2017,8,10.4
1265,Kenyan Drake,MIA,1,9,69,0,6,6,35,0,10.4,10.4,2017,9,15.2
1306,Kenyan Drake,MIA,1,7,82,1,2,2,10,0,15.2,15.2,2017,10,10.7
1416,Kenyan Drake,MIA,1,9,20,0,4,3,27,1,10.7,10.7,2017,12,20.1
1454,Kenyan Drake,MIA,1,23,120,1,5,3,21,0,20.1,20.1,2017,13,19.3
1510,Kenyan Drake,MIA,1,25,114,0,6,5,79,0,19.3,19.3,2017,14,17.3
1558,Kenyan Drake,MIA,1,16,78,1,11,6,35,0,17.3,17.3,2017,15,5.7
1638,Kenyan Drake,MIA,1,13,57,0,3,0,0,0,5.7,5.7,2017,16,9.0
1676,Kenyan Drake,MIA,1,14,75,0,3,3,15,0,9.0,9.0,2017,17,
715,Kerwynn Williams,ARI,1,3,63,1,0,0,0,0,12.3,12.3,2016,15,12.0
817,Kerwynn Williams,ARI,1,12,60,1,1,0,0,0,12.0,12.0,2016,17,7.2
878,Kerwynn Williams,ARI,1,5,10,1,1,1,2,0,7.2,7.2,2017,1,9.7
1475,Kerwynn Williams,ARI,1,16,97,0,0,0,0,0,9.7,9.7,2017,13,8.8
1525,Kerwynn Williams,ARI,1,20,73,0,1,1,15,0,8.8,8.8,2017,14,6.1
1587,Kerwynn Williams,ARI,1,17,61,0,1,0,0,0,6.1,6.1,2017,15,6.5
1632,Kerwynn Williams,ARI,1,16,51,0,3,2,14,0,6.5,6.5,2017,16,8.1
1680,Kerwynn Williams,ARI,1,23,75,0,1,1,6,0,8.1,8.1,2017,17,
186,Kyle Juszczyk,BAL,1,0,0,0,7,6,56,0,5.6,5.6,2016,4,2.0
249,Kyle Juszczyk,BAL,1,0,0,0,5,3,20,0,2.0,2.0,2016,5,2.5
298,Kyle Juszczyk,BAL,1,0,0,0,6,4,25,0,2.5,2.5,2016,6,3.2
544,Kyle Juszczyk,BAL,1,0,0,0,3,3,32,0,3.2,3.2,2016,11,4.6
692,Kyle Juszczyk,BAL,1,0,0,0,3,3,46,0,4.6,4.6,2016,14,8.5
777,Kyle Juszczyk,BAL,1,2,15,1,3,2,10,0,8.5,8.5,2016,16,3.4
995,Kyle Juszczyk,SF,1,0,0,0,1,1,34,0,3.4,3.4,2017,3,7.7
1072,Kyle Juszczyk,SF,1,1,3,0,4,2,14,1,7.7,7.7,2017,5,6.4
1535,Kyle Juszczyk,SF,1,0,0,0,4,3,64,0,6.4,6.4,2017,14,7.6
1626,Kyle Juszczyk,SF,1,0,0,0,5,5,76,0,7.6,7.6,2017,16,
20,Lamar Miller,HOU,1,28,106,0,4,4,11,0,11.7,11.7,2016,1,9.7
68,Lamar Miller,HOU,1,25,83,0,2,2,14,0,9.7,9.7,2016,2,10.7
119,Lamar Miller,HOU,1,21,80,0,5,4,27,0,10.7,10.7,2016,3,10.8
170,Lamar Miller,HOU,1,19,82,0,3,3,26,0,10.8,10.8,2016,4,2.4
245,Lamar Miller,HOU,1,8,20,0,3,1,4,0,2.4,2.4,2016,5,29.8
253,Lamar Miller,HOU,1,24,149,1,4,3,29,1,29.8,29.8,2016,6,6.7
333,Lamar Miller,HOU,1,11,61,0,4,3,6,0,6.7,6.7,2016,7,12.3
367,Lamar Miller,HOU,1,17,56,1,3,2,7,0,12.3,12.3,2016,8,8.3
468,Lamar Miller,HOU,1,15,83,0,0,0,0,0,8.3,8.3,2016,10,17.3
504,Lamar Miller,HOU,1,24,104,1,3,2,9,0,17.3,17.3,2016,11,7.5
576,Lamar Miller,HOU,1,19,57,0,4,3,18,0,7.5,7.5,2016,12,18.2
654,Lamar Miller,HOU,1,21,107,1,1,1,15,0,18.2,18.2,2016,14,14.9
711,Lamar Miller,HOU,1,22,63,1,2,2,26,0,14.9,14.9,2016,15,9.6
868,Lamar Miller,HOU,1,17,65,0,2,2,31,0,9.6,9.6,2017,1,8.7
924,Lamar Miller,HOU,1,18,61,0,3,3,26,0,8.7,8.7,2017,2,6.3
985,Lamar Miller,HOU,1,14,56,0,1,1,7,0,6.3,6.3,2017,3,25.1
1003,Lamar Miller,HOU,1,19,75,1,5,4,56,1,25.1,25.1,2017,4,8.9
1068,Lamar Miller,HOU,1,15,74,0,3,2,15,0,8.9,8.9,2017,5,8.1
1123,Lamar Miller,HOU,1,15,41,0,4,3,40,0,8.1,8.1,2017,6,19.3
1203,Lamar Miller,HOU,1,21,54,1,3,3,19,1,19.3,19.3,2017,8,9.1
1269,Lamar Miller,HOU,1,10,57,0,4,3,34,0,9.1,9.1,2017,9,7.4
1328,Lamar Miller,HOU,1,11,60,0,1,1,14,0,7.4,7.4,2017,10,14.3
1359,Lamar Miller,HOU,1,22,61,0,5,4,22,1,14.3,14.3,2017,11,11.8
1412,Lamar Miller,HOU,1,17,51,1,3,1,7,0,11.8,11.8,2017,12,9.4
1477,Lamar Miller,HOU,1,15,56,0,4,4,38,0,9.4,9.4,2017,13,6.0
1539,Lamar Miller,HOU,1,17,53,0,2,2,7,0,6.0,6.0,2017,14,6.5
1631,Lamar Miller,HOU,1,10,55,0,1,1,10,0,6.5,6.5,2017,16,3.7
1697,Lamar Miller,HOU,1,8,37,0,0,0,0,0,3.7,3.7,2017,17,
136,Lance Dunbar,DAL,1,1,1,1,0,0,0,0,6.1,6.1,2016,3,3.9
848,Lance Dunbar,DAL,1,3,20,0,6,3,19,0,3.9,3.9,2016,17,8.1
1679,Lance Dunbar,LAR,1,6,20,1,2,1,1,0,8.1,8.1,2017,17,
14,Latavius Murray,OAK,1,14,59,1,2,1,13,0,13.2,13.2,2016,1,16.1
56,Latavius Murray,OAK,1,8,57,1,6,6,44,0,16.1,16.1,2016,2,9.8
122,Latavius Murray,OAK,1,10,37,1,1,1,1,0,9.8,9.8,2016,3,18.3
307,Latavius Murray,OAK,1,18,59,2,5,2,4,0,18.3,18.3,2016,7,7.1
379,Latavius Murray,OAK,1,11,48,0,7,5,23,0,7.1,7.1,2016,8,30.7
401,Latavius Murray,OAK,1,20,114,3,1,1,13,0,30.7,30.7,2016,9,9.2
525,Latavius Murray,OAK,1,12,33,0,5,5,59,0,9.2,9.2,2016,11,14.8
559,Latavius Murray,OAK,1,19,45,1,4,3,43,0,14.8,14.8,2016,12,22.5
604,Latavius Murray,OAK,1,20,82,2,5,3,23,0,22.5,22.5,2016,13,16.3
657,Latavius Murray,OAK,1,22,103,1,1,0,0,0,16.3,16.3,2016,14,9.2
729,Latavius Murray,OAK,1,13,81,0,1,1,11,0,9.2,9.2,2016,15,5.1
798,Latavius Murray,OAK,1,15,40,0,2,2,11,0,5.1,5.1,2016,16,4.3
1088,Latavius Murray,MIN,1,12,31,0,2,2,12,0,4.3,4.3,2017,5,3.7
1142,Latavius Murray,MIN,1,15,28,0,1,1,9,0,3.7,3.7,2017,6,17.3
1156,Latavius Murray,MIN,1,18,113,1,0,0,0,0,17.3,17.3,2017,7,4.7
1239,Latavius Murray,MIN,1,19,39,0,1,1,8,0,4.7,4.7,2017,8,12.8
1311,Latavius Murray,MIN,1,17,68,1,0,0,0,0,12.8,12.8,2017,10,21.6
1351,Latavius Murray,MIN,1,15,95,2,2,1,1,0,21.6,21.6,2017,11,14.4
1407,Latavius Murray,MIN,1,20,84,1,1,0,0,0,14.4,14.4,2017,12,9.7
1474,Latavius Murray,MIN,1,16,76,0,3,3,21,0,9.7,9.7,2017,13,16.4
1559,Latavius Murray,MIN,1,20,76,1,1,1,28,0,16.4,16.4,2017,15,7.5
1627,Latavius Murray,MIN,1,21,69,0,1,1,6,0,7.5,7.5,2017,16,23.4
1651,Latavius Murray,MIN,1,20,111,2,1,1,3,0,23.4,23.4,2017,17,
156,Le'Veon Bell,PIT,1,18,144,0,6,5,34,0,17.8,17.8,2016,4,15.4
211,Le'Veon Bell,PIT,1,20,66,0,11,9,88,0,15.4,15.4,2016,5,10.8
265,Le'Veon Bell,PIT,1,10,53,0,7,6,55,0,10.8,10.8,2016,6,14.9
311,Le'Veon Bell,PIT,1,21,81,0,13,10,68,0,14.9,14.9,2016,7,7.0
423,Le'Veon Bell,PIT,1,14,32,0,9,6,38,0,7.0,7.0,2016,9,25.4
452,Le'Veon Bell,PIT,1,17,57,1,10,9,77,1,25.4,25.4,2016,10,26.1
502,Le'Veon Bell,PIT,1,28,146,1,9,8,55,0,26.1,26.1,2016,11,20.2
555,Le'Veon Bell,PIT,1,23,120,1,5,4,22,0,20.2,20.2,2016,12,18.2
608,Le'Veon Bell,PIT,1,29,118,0,7,6,64,0,18.2,18.2,2016,13,47.8
650,Le'Veon Bell,PIT,1,38,236,3,5,4,62,0,47.8,47.8,2016,14,13.1
714,Le'Veon Bell,PIT,1,23,93,0,8,5,38,0,13.1,13.1,2016,15,25.7
752,Le'Veon Bell,PIT,1,20,122,1,4,3,15,1,25.7,25.7,2016,16,4.7
890,Le'Veon Bell,PIT,1,10,32,0,6,3,15,0,4.7,4.7,2017,1,9.1
922,Le'Veon Bell,PIT,1,27,87,0,4,4,4,0,9.1,9.1,2017,2,15.8
959,Le'Veon Bell,PIT,1,15,61,1,7,6,37,0,15.8,15.8,2017,3,30.6
1000,Le'Veon Bell,PIT,1,35,144,2,6,4,42,0,30.6,30.6,2017,4,9.3
1066,Le'Veon Bell,PIT,1,15,47,0,10,10,46,0,9.3,9.3,2017,5,25.1
1103,Le'Veon Bell,PIT,1,32,179,1,6,3,12,0,25.1,25.1,2017,6,19.2
1155,Le'Veon Bell,PIT,1,35,134,0,3,3,58,0,19.2,19.2,2017,7,14.1
1209,Le'Veon Bell,PIT,1,25,76,1,3,2,5,0,14.1,14.1,2017,8,11.2
1317,Le'Veon Bell,PIT,1,26,80,0,6,5,32,0,11.2,11.2,2017,10,10.3
1370,Le'Veon Bell,PIT,1,12,46,0,11,9,57,0,10.3,10.3,2017,11,18.3
1404,Le'Veon Bell,PIT,1,20,95,0,14,12,88,0,18.3,18.3,2017,12,24.2
1451,Le'Veon Bell,PIT,1,18,76,0,6,5,106,1,24.2,24.2,2017,13,30.5
1500,Le'Veon Bell,PIT,1,13,48,2,10,9,77,1,30.5,30.5,2017,14,22.5
1555,Le'Veon Bell,PIT,1,24,117,1,6,5,48,0,22.5,22.5,2017,15,15.7
1608,Le'Veon Bell,PIT,1,14,69,1,8,5,28,0,15.7,15.7,2017,16,
15,LeGarrette Blount,NE,1,22,70,1,0,0,0,0,13.0,13.0,2016,1,18.3
53,LeGarrette Blount,NE,1,29,123,1,0,0,0,0,18.3,18.3,2016,2,22.5
105,LeGarrette Blount,NE,1,24,105,2,0,0,0,0,22.5,22.5,2016,3,5.8
184,LeGarrette Blount,NE,1,13,54,0,3,3,4,0,5.8,5.8,2016,4,9.7
217,LeGarrette Blount,NE,1,18,37,1,0,0,0,0,9.7,9.7,2016,5,13.0
262,LeGarrette Blount,NE,1,13,50,1,2,2,20,0,13.0,13.0,2016,6,25.4
303,LeGarrette Blount,NE,1,24,127,2,1,1,7,0,25.4,25.4,2016,7,10.3
371,LeGarrette Blount,NE,1,18,43,1,0,0,0,0,10.3,10.3,2016,8,24.9
453,LeGarrette Blount,NE,1,21,69,3,0,0,0,0,24.9,24.9,2016,10,12.4
512,LeGarrette Blount,NE,1,19,124,0,0,0,0,0,12.4,12.4,2016,11,6.7
579,LeGarrette Blount,NE,1,11,67,0,1,0,0,0,6.7,6.7,2016,12,14.8
612,LeGarrette Blount,NE,1,18,88,1,0,0,0,0,14.8,14.8,2016,13,13.9
664,LeGarrette Blount,NE,1,18,72,1,1,1,7,0,13.9,13.9,2016,14,9.1
730,LeGarrette Blount,NE,1,17,31,1,0,0,0,0,9.1,9.1,2016,15,17.0
761,LeGarrette Blount,NE,1,20,50,2,0,0,0,0,17.0,17.0,2016,16,11.1
820,LeGarrette Blount,NE,1,14,51,1,0,0,0,0,11.1,11.1,2016,17,10.7
865,LeGarrette Blount,PHI,1,14,46,0,1,1,1,1,10.7,10.7,2017,1,12.7
963,LeGarrette Blount,PHI,1,12,67,1,0,0,0,0,12.7,12.7,2017,3,15.6
1009,LeGarrette Blount,PHI,1,16,136,0,1,1,20,0,15.6,15.6,2017,4,7.4
1074,LeGarrette Blount,PHI,1,14,74,0,0,0,0,0,7.4,7.4,2017,5,6.7
1128,LeGarrette Blount,PHI,1,14,67,0,0,0,0,0,6.7,6.7,2017,6,11.2
1215,LeGarrette Blount,PHI,1,16,48,1,1,1,4,0,11.2,11.2,2017,8,3.7
1287,LeGarrette Blount,PHI,1,9,37,0,0,0,0,0,3.7,3.7,2017,9,5.7
1383,LeGarrette Blount,PHI,1,13,57,0,0,0,0,0,5.7,5.7,2017,11,9.7
1420,LeGarrette Blount,PHI,1,15,97,0,0,0,0,0,9.7,9.7,2017,12,4.8
1690,LeGarrette Blount,PHI,1,9,37,0,1,1,11,0,4.8,4.8,2017,17,
16,LeSean McCoy,BUF,1,16,58,1,4,4,12,0,13.0,13.0,2016,1,9.0
71,LeSean McCoy,BUF,1,15,59,0,5,4,31,0,9.0,9.0,2016,2,23.6
102,LeSean McCoy,BUF,1,17,110,2,4,3,6,0,23.6,23.6,2016,3,16.8
158,LeSean McCoy,BUF,1,19,70,0,6,6,38,1,16.8,16.8,2016,4,15.8
210,LeSean McCoy,BUF,1,18,150,0,2,2,8,0,15.8,15.8,2016,5,32.2
251,LeSean McCoy,BUF,1,19,140,3,3,2,2,0,32.2,32.2,2016,6,12.0
412,LeSean McCoy,BUF,1,21,85,0,5,4,35,0,12.0,12.0,2016,9,10.5
520,LeSean McCoy,BUF,1,5,33,1,3,2,12,0,10.5,10.5,2016,11,25.4
551,LeSean McCoy,BUF,1,19,103,2,2,2,31,0,25.4,25.4,2016,12,19.1
606,LeSean McCoy,BUF,1,17,130,0,7,7,61,0,19.1,19.1,2016,13,16.8
656,LeSean McCoy,BUF,1,12,27,1,7,6,81,0,16.8,16.8,2016,14,28.9
701,LeSean McCoy,BUF,1,19,153,2,3,3,16,0,28.9,28.9,2016,15,20.5
757,LeSean McCoy,BUF,1,24,128,1,6,5,17,0,20.5,20.5,2016,16,15.9
854,LeSean McCoy,BUF,1,22,110,0,6,5,49,0,15.9,15.9,2017,1,4.3
942,LeSean McCoy,BUF,1,12,9,0,7,6,34,0,4.3,4.3,2017,2,6.9
983,LeSean McCoy,BUF,1,14,21,0,7,7,48,0,6.9,6.9,2017,3,10.8
1023,LeSean McCoy,BUF,1,20,76,0,3,3,32,0,10.8,10.8,2017,4,8.9
1067,LeSean McCoy,BUF,1,19,63,0,9,6,26,0,8.9,8.9,2017,5,24.2
1151,LeSean McCoy,BUF,1,23,91,2,7,5,31,0,24.2,24.2,2017,7,23.3
1201,LeSean McCoy,BUF,1,27,151,1,7,6,22,0,23.3,23.3,2017,8,2.5
1295,LeSean McCoy,BUF,1,12,25,0,1,0,0,0,2.5,2.5,2017,9,6.0
1332,LeSean McCoy,BUF,1,8,49,0,5,3,11,0,6.0,6.0,2017,10,24.6
1350,LeSean McCoy,BUF,1,13,114,1,1,1,12,1,24.6,24.6,2017,11,7.9
1426,LeSean McCoy,BUF,1,22,49,0,4,4,30,0,7.9,7.9,2017,12,10.2
1472,LeSean McCoy,BUF,1,15,93,0,5,2,9,0,10.2,10.2,2017,13,21.6
1507,LeSean McCoy,BUF,1,32,156,1,0,0,0,0,21.6,21.6,2017,14,21.6
1556,LeSean McCoy,BUF,1,20,50,1,5,4,46,1,21.6,21.6,2017,15,14.7
1609,LeSean McCoy,BUF,1,17,71,0,7,5,76,0,14.7,14.7,2017,16,3.2
1699,LeSean McCoy,BUF,1,11,10,0,3,2,22,0,3.2,3.2,2017,17,
852,Leonard Fournette,JAC,1,26,100,1,3,3,24,0,18.4,18.4,2017,1,12.1
914,Leonard Fournette,JAC,1,14,40,1,5,2,21,0,12.1,12.1,2017,2,14.0
961,Leonard Fournette,JAC,1,17,59,1,4,3,21,0,14.0,14.0,2017,3,20.5
1005,Leonard Fournette,JAC,1,24,86,0,5,4,59,1,20.5,20.5,2017,4,30.4
1050,Leonard Fournette,JAC,1,28,181,2,1,1,3,0,30.4,30.4,2017,5,19.8
1106,Leonard Fournette,JAC,1,21,130,1,2,2,8,0,19.8,19.8,2017,6,4.6
1343,Leonard Fournette,JAC,1,17,33,0,4,2,13,0,4.6,4.6,2017,10,11.8
1366,Leonard Fournette,JAC,1,28,111,0,3,2,7,0,11.8,11.8,2017,11,4.2
1443,Leonard Fournette,JAC,1,12,25,0,3,3,17,0,4.2,4.2,2017,12,13.9
1463,Leonard Fournette,JAC,1,20,57,1,4,3,22,0,13.9,13.9,2017,13,17.9
1511,Leonard Fournette,JAC,1,24,101,1,6,4,18,0,17.9,17.9,2017,14,13.0
1615,Leonard Fournette,JAC,1,18,48,1,3,3,22,0,13.0,13.0,2017,16,13.6
1662,Leonard Fournette,JAC,1,19,69,0,5,4,67,0,13.6,13.6,2017,17,
244,Malcolm Brown,LAR,1,2,2,0,1,1,26,0,2.8,2.8,2016,5,7.6
877,Malcolm Brown,LAR,1,7,16,1,0,0,0,0,7.6,7.6,2017,1,5.5
1184,Malcolm Brown,LAR,1,11,48,0,1,1,7,0,5.5,5.5,2017,7,5.7
1279,Malcolm Brown,LAR,1,15,57,0,0,0,0,0,5.7,5.7,2017,9,4.5
1594,Malcolm Brown,LAR,1,10,45,0,1,0,0,0,4.5,4.5,2017,15,6.1
1685,Malcolm Brown,LAR,1,14,54,0,5,4,7,0,6.1,6.1,2017,17,
29,Mark Ingram,NO,1,12,58,0,2,2,29,0,8.7,8.7,2016,1,4.7
92,Mark Ingram,NO,1,9,30,0,4,4,17,0,4.7,4.7,2016,2,16.7
112,Mark Ingram,NO,1,15,77,0,6,4,30,1,16.7,16.7,2016,3,16.6
159,Mark Ingram,NO,1,18,57,1,7,6,49,0,16.6,16.6,2016,4,6.0
280,Mark Ingram,NO,1,16,51,0,3,2,9,0,6.0,6.0,2016,6,14.2
